SEQ_NO,FINAN_YEAR,ADMNSTMACH_CD,ADMNSTMACH_NM,TOT_ANEXPTR_BUDGET_PRICE,BEFORE_YEAR_ANEXPTR_BUDGET_PRICE,ANEXPTR_BUDGET_IRDS_RT,CLTUR_TURSM_BUDGET_PRICE,BEFORE_YEAR_CLTUR_TURSM_BUDGET_PRICE,CLTUR_TURSM_BUDGET_IRDS_RT,CLTUR_TURSM_BUDGET_RATE,TOT_POPLTN_CO,ONE_PSNBY_CLTUR_TURSM_BUDGET_PRICE
124,2016,4273000000,강원도 횡성군,335457940000,308136850000,8.87,0,112000000,-100,0,45991,0
125,2016,4275000000,강원도 영월군,318956253000,305781366000,4.31,1777345000,1628940000,9.11,0.56,40073,44353
126,2016,4276000000,강원도 평창군,354392865000,338717357000,4.63,633000000,2143000000,-70.46,0.18,43318,14613
127,2016,4277000000,강원도 정선군,367549115000,367861752000,-0.08,500500000,1077660000,-53.56,0.14,38718,12927
128,2016,4278000000,강원도 철원군,334880549000,315941763000,5.99,579000000,1625200000,-64.37,0.17,48013,12059
129,2016,4279000000,강원도 화천군,283984901000,262918910000,8.01,150000000,1996000000,-92.48,0.05,26264,5711
130,2016,4280000000,강원도 양구군,280426155000,270275340000,3.76,42000000,70000000,-40,0.01,24010,1749
131,2016,4281000000,강원도 인제군,323422395000,317033090000,2.02,4212560000,2349800000,79.27,1.3,32720,128746
132,2016,4282000000,강원도 고성군,283704186000,274158303000,3.48,2073612000,1244190000,66.66,0.73,30114,68859
133,2016,4283000000,강원도 양양군,270282323000,241914075000,11.73,455214000,952154000,-52.19,0.17,27218,16725
134,2016,4300000000,충청북도,4190339640000,3888909977000,7.75,18098950000,16271429000,11.23,0.43,1591625,11371
135,2016,4311000000,충청북도 청주시,1995803078000,2022042674000,-1.3,4089339000,3493315000,17.06,0.2,835197,4896
136,2016,4313000000,충청북도 충주시,801224060000,761850478000,5.17,1350040000,1842775000,-26.74,0.17,208350,6480
137,2016,4315000000,충청북도 제천시,619517497000,588831959000,5.21,782399000,5561440000,-85.93,0.13,136517,5731
138,2016,4372000000,충청북도 보은군,298714052000,283848302000,5.24,792889000,1873320000,-57.67,0.27,34221,23170
139,2016,4373000000,충청북도 옥천군,367121357000,343101658000,7,630341000,161320000,290.74,0.17,52267,12060
140,2016,4374000000,충청북도 영동군,369417460000,358180606000,3.14,1170900000,933074000,25.49,0.32,50552,23162
141,2016,4374500000,충청북도 증평군,170603526000,181170005000,-5.83,840000000,691000000,21.56,0.49,37308,22515
142,2016,4375000000,충청북도 진천군,343022266000,332549590000,3.15,997011000,583640000,70.83,0.29,69950,14253
143,2016,4376000000,충청북도 괴산군,319876322000,300744499000,6.36,1319169000,386800000,241.05,0.41,38973,33848
144,2016,4377000000,충청북도 음성군,473885039000,457142952000,3.66,235113000,154970000,51.72,0.05,97787,2404
145,2016,4380000000,충청북도 단양군,259353031000,270851274000,-4.25,1527896000,2010950000,-24.02,0.59,30503,50090
146,2016,4400000000,충청남도,6001369500000,5228921000000,14.77,45383880000,33780934000,34.35,0.76,2096727,21645
147,2016,4413000000,충청남도 천안시,1463877209000,1333353428000,9.79,2335575000,2461336000,-5.11,0.16,617955,3780
148,2016,4415000000,충청남도 공주시,559255464000,557603504000,0.3,8532771000,8381910000,1.8,1.53,109931,77619
149,2016,4418000000,충청남도 보령시,602966030000,534113608000,12.89,2779431000,1428820000,94.53,0.46,103873,26758
150,2016,4420000000,충청남도 아산시,901797299000,907472158000,-0.63,1807380000,1626049000,11.15,0.2,302929,5966
151,2016,4421000000,충청남도 서산시,685890287000,663950000000,3.3,1218100000,1080950000,12.69,0.18,170788,7132
152,2016,4423000000,충청남도 논산시,625754485000,583441942000,7.25,1194140000,1067100000,11.91,0.19,123213,9692
153,2016,4425000000,충청남도 계룡시,148319003000,142344074000,4.2,92622000,78140000,18.53,0.06,42634,2172
154,2016,4427000000,충청남도 당진시,705603230000,669118814000,5.45,401531000,1387452000,-71.06,0.06,166630,2410
155,2016,4471000000,충청남도 금산군,342748051000,341468799000,0.37,313871000,148600000,111.22,0.09,54612,5747
156,2016,4476000000,충청남도 부여군,431172564000,416375136000,3.55,12158900000,9171520000,32.57,2.82,70187,173236
157,2016,4477000000,충청남도 서천군,394210490000,381797580000,3.25,540733000,2575968000,-79.01,0.14,56012,9654
158,2016,4479000000,충청남도 청양군,283416946000,280273450000,1.12,257024000,282650000,-9.07,0.09,32753,7847
159,2016,4480000000,충청남도 홍성군,493539000000,462051724000,6.81,4127900000,2584400000,59.72,0.84,99971,41291
160,2016,4481000000,충청남도 예산군,497813064000,467518775000,6.48,1669720000,1338700000,24.73,0.34,81339,20528
161,2016,4482500000,충청남도 태안군,413323224000,392557797000,5.29,121000000,148800000,-18.68,0.03,63900,1894
162,2016,4500000000,전라북도,5636159792000,5463648994000,3.16,30093679000,30002953000,0.3,0.53,1864791,16138
163,2016,4511000000,전라북도 전주시,1539613543000,1340954839000,14.81,2171114000,688527000,215.33,0.14,651744,3331
164,2016,4513000000,전라북도 군산시,965403971000,958388018000,0.73,1958454000,1762368000,11.13,0.2,277551,7056
165,2016,4514000000,전라북도 익산시,957543891000,935045837000,2.41,9314200000,9546993000,-2.44,0.97,300479,30998
166,2016,4518000000,전라북도 정읍시,681121974000,667871378000,1.98,1519212000,1891640000,-19.69,0.22,115173,13191
167,2016,4519000000,전라북도 남원시,524963887000,516830255000,1.57,2173207000,3710720000,-41.43,0.41,84188,25814
168,2016,4521000000,전라북도 김제시,533612436000,576049519000,-7.37,1288261000,2417728000,-46.72,0.24,87782,14676
169,2016,4571000000,전라북도 완주군,604116967000,584740389000,3.31,1777544000,919685000,93.28,0.29,95480,18617
170,2016,4572000000,전라북도 진안군,324333096000,320781701000,1.11,297260000,691900000,-57.04,0.09,26069,11403
171,2016,4573000000,전라북도 무주군,297099699000,289073513000,2.78,650120000,295950000,119.67,0.22,24949,26058
172,2016,4574000000,전라북도 장수군,284831906000,272255821000,4.62,772553000,340953000,126.59,0.27,23628,32697
173,2016,4575000000,전라북도 임실군,329548937000,318879117000,3.35,335381000,239150000,40.24,0.1,30197,11106
174,2016,4577000000,전라북도 순창군,319704395000,308002005000,3.8,491972000,174125000,182.54,0.15,29949,16427
175,2016,4579000000,전라북도 고창군,454119437000,444796467000,2.1,4125191000,2189653000,88.39,0.91,60597,68076
176,2016,4580000000,전라북도 부안군,453067328000,438480838000,3.33,1457514000,1094456000,33.17,0.32,57005,25568
177,2016,4600000000,전라남도,6884895796000,6671297574000,3.2,41050881000,44992123000,-8.76,0.6,1903914,21561
178,2016,4611000000,전라남도 목포시,681031391000,654350907000,4.08,716967000,644617000,11.22,0.11,237739,3016
179,2016,4613000000,전라남도 여수시,914790647000,905385126000,1.04,3020120000,5965425000,-49.37,0.33,288988,10451
180,2016,4615000000,전라남도 순천시,938064576000,868763310000,7.98,10092429000,5421545000,86.15,1.08,278548,36232
181,2016,4617000000,전라남도 나주시,578794769000,542832067000,6.63,6228455000,8462863000,-26.4,1.08,104376,59673
182,2016,4623000000,전라남도 광양시,685291495000,571996050000,19.81,350236000,1183862000,-70.42,0.05,155580,2251
183,2016,4671000000,전라남도 담양군,319143499000,324285087000,-1.59,1395559000,518870000,168.96,0.44,47229,29549
184,2016,4672000000,전라남도 곡성군,286798051000,293081181000,-2.14,425589000,696119000,-38.86,0.15,30400,14000
185,2016,4673000000,전라남도 구례군,234112224000,249445786000,-6.15,5128594000,3363340000,52.49,2.19,27412,187093
186,2016,4677000000,전라남도 고흥군,532957400000,476950521000,11.74,559778000,624944000,-10.43,0.11,67656,8274
187,2016,4678000000,전라남도 보성군,366601874000,363186383000,0.94,874808000,303415000,188.32,0.24,44469,19672
188,2016,4679000000,전라남도 화순군,411881896000,405750046000,1.51,312093000,181989000,71.49,0.08,65303,4779
189,2016,4680000000,전라남도 장흥군,329131538000,339304269000,-3,1056461000,1046650000,0.94,0.32,40669,25977
190,2016,4681000000,전라남도 강진군,291504744000,288900245000,0.9,6561719000,3182640000,106.17,2.25,37753,173807
191,2016,4682000000,전라남도 해남군,518988424000,497528135000,4.31,2411427000,4419637000,-45.44,0.46,75121,32101
192,2016,4683000000,전라남도 영암군,398092365000,394441213000,0.93,1298625000,628717000,106.55,0.33,57045,22765
193,2016,4684000000,전라남도 무안군,395096202000,374855303000,5.4,178696000,337534000,-47.06,0.05,82109,2176
194,2016,4686000000,전라남도 함평군,334114138000,325197254000,2.74,501100000,516607000,-3,0.15,34397,14568
195,2016,4687000000,전라남도 영광군,430923405000,408286704000,5.54,896528000,3321853000,-73.01,0.21,55618,16119
196,2016,4688000000,전라남도 장성군,343681033000,331721208000,3.61,733621000,661025000,10.98,0.21,46104,15912
197,2016,4689000000,전라남도 완도군,351290142000,347153276000,1.19,189951000,227523000,-16.51,0.05,52668,3607
198,2016,4690000000,전라남도 진도군,289250165000,285347681000,1.37,994500000,491200000,102.46,0.34,32078,31003
199,2016,4691000000,전라남도 신안군,412459170000,411807333000,0.16,151412000,711631000,-78.72,0.04,42652,3550
200,2016,4700000000,경상북도,8529707555000,7860065765000,8.52,77141359000,58218001000,32.5,0.9,2700398,28567
201,2016,4711000000,경상북도 포항시,1468229873000,1357514390000,8.16,2852915000,1882002000,51.59,0.19,516775,5521
202,2016,4713000000,경상북도 경주시,1126698022000,1082868157000,4.05,42017041000,23074912000,82.09,3.73,259452,161945
203,2016,4715000000,경상북도 김천시,820126290000,681731745000,20.3,557741000,1848917000,-69.83,0.07,142256,3921
204,2016,4717000000,경상북도 안동시,786535377000,813055000000,-3.26,4460766000,7307605000,-38.96,0.57,168798,26427
205,2016,4719000000,경상북도 구미시,1121561638000,1103750606000,1.61,869299000,1812437000,-52.04,0.08,419891,2070
206,2016,4721000000,경상북도 영주시,563358084000,538396814000,4.64,1071143000,1399409000,-23.46,0.19,109247,9805
207,2016,4723000000,경상북도 영천시,637287426000,610000000000,4.47,1054604000,1745962000,-39.6,0.17,100521,10491
208,2016,4725000000,경상북도 상주시,670044612000,655831990000,2.17,5655540000,419773000,1247.29,0.84,101799,55556
209,2016,4728000000,경상북도 문경시,534279000000,510806325000,4.6,874424000,2293932000,-61.88,0.16,74702,11705
210,2016,4729000000,경상북도 경산시,737164968000,625157794000,17.92,1382856000,1060581000,30.39,0.19,258037,5359
211,2016,4772000000,경상북도 군위군,284010567000,251971116000,12.72,1733354000,1315761000,31.74,0.61,24171,71712
212,2016,4773000000,경상북도 의성군,481113538000,464020627000,3.68,711186000,804537000,-11.6,0.15,54014,13167
213,2016,4775000000,경상북도 청송군,298006489000,282339040000,5.55,1046092000,397166000,163.39,0.35,26301,39774
214,2016,4776000000,경상북도 영양군,246694957000,225866508000,9.22,91609000,73571000,24.52,0.04,17713,5172
215,2016,4777000000,경상북도 영덕군,367084044000,335599115000,9.38,1918935000,1180940000,62.49,0.52,39052,49138
216,2016,4782000000,경상북도 청도군,314558268000,325602047000,-3.39,1037903000,5780375000,-82.04,0.33,43564,23825
217,2016,4783000000,경상북도 고령군,279573937000,273997707000,2.04,418976000,525525000,-20.27,0.15,34257,12230
218,2016,4784000000,경상북도 성주군,399664000000,381941451000,4.64,2729819000,2958859000,-7.74,0.68,45205,60388
219,2016,4785000000,경상북도 칠곡군,436400000000,425700000000,2.51,982847000,1595915000,-38.41,0.23,123199,7978
220,2016,4790000000,경상북도 예천군,383392696000,357576276000,7.22,3024881000,725549000,316.91,0.79,46166,65522
221,2016,4792000000,경상북도 봉화군,313639304000,298761830000,4.98,906491000,1044438000,-13.21,0.29,33539,27028
222,2016,4793000000,경상북도 울진군,643313024000,447795679000,43.66,815371000,270798000,201.1,0.13,51738,15760
223,2016,4794000000,경상북도 울릉군,154081413000,153052060000,0.67,2024104000,2520070000,-19.68,1.31,10001,202390
224,2016,4800000000,경상남도,7542890476000,7287256659000,3.51,29622004000,27519671000,7.64,0.39,3373871,8780
225,2016,4812000000,경상남도 창원시,2638969592000,2596769175000,1.63,6717477000,6748500000,-0.46,0.25,1063907,6314
226,2016,4817000000,경상남도 진주시,1054775316000,1045073153000,0.93,1394760000,1411280000,-1.17,0.13,346739,4023
227,2016,4822000000,경상남도 통영시,473485167000,458408102000,3.29,487565000,900578000,-45.86,0.1,138160,3529
228,2016,4824000000,경상남도 사천시,542344396000,507011926000,6.97,727300000,1600800000,-54.57,0.13,114912,6329
229,2016,4825000000,경상남도 김해시,1203872753000,1191782362000,1.01,1352770000,2327422000,-41.88,0.11,529422,2555
230,2016,4827000000,경상남도 밀양시,572905002000,574330139000,-0.25,1269952000,833312000,52.4,0.22,108354,11720
231,2016,4831000000,경상남도 거제시,681537776000,652643811000,4.43,202000000,590600000,-65.8,0.03,257183,785
232,2016,4833000000,경상남도 양산시,911389903000,797091053000,14.34,1867492000,3164018000,-40.98,0.2,317037,5890
233,2016,4872000000,경상남도 의령군,360125421000,337963341000,6.56,199300000,307100000,-35.1,0.06,28111,7090
234,2016,4873000000,경상남도 함안군,399221830000,383560385000,4.08,1789582000,1019900000,75.47,0.45,68937,25960
235,2016,4874000000,경상남도 창녕군,432367237000,407150477000,6.19,2070200000,2048614000,1.05,0.48,63982,32356
